Domains,Industry,Class,Employees,Discover - Events,Discover - Overall Score,Discover - Event Count
wescom.org,Finance,1,873,,Excellent,0
wintrust.com,Finance,1,5239,"Type: *** Discover Insider ***Event: SVP Of IT Enterprise Operations of Wintrust, is interested in ESG: Enhanced Ransomware and Data Protection with  and Pure Storage - whitepaper in United States.",Excellent,0
woolpert.com,Construction,1,1900,,Excellent,0
wpcu.coop,Finance,1,719,,Excellent,0
wsfsbank.com,Finance,1,2219,"Date: 30/10/2023Type: invests_into_assetsEvent: WSFS Bank invests into assets: stake in Colgate-Palmolive in the amount of $288K.URL: https://www.etfdailynews.com/2023/10/31/hartford-funds-management-co-llc-grows-stock-holdings-in-colgate-palmolive-nysecl/Date: 11/10/2023Type: LaunchesEvent: WSFS Bank launched annual Food Drive on Oct 12th '23.URL: https://cca.cdcc.net/NewsArticle.aspx?dbid2=DECDEL&newsid=25189988Date: 29/09/2023Type: HiresEvent: WSFS Bank hires Jeffrey Goodman as senior vice president, chief auditor.URL: https://www.businesswire.com/news/home/20230925488630/en/WSFS-Announces-Alyson-Beasley-Bradley-as-Senior-Vice-President-Chief-Auditor-Jeffrey-Goodman-as-Senior-Vice-President-General-Counsel-and-Frank-McGrane-as-Senior-Vice-President-Deputy-Chief-Credit-OfficerDate: 29/09/2023Type: HiresEvent: WSFS Bank hires Alyson Beasley Bradley as senior vice president, chief auditor.URL: https://www.businesswire.com/news/home/20230925488630/en/WSFS-Announces-Alyson-Beasley-Bradley-as-Senior-Vice-President-Chief-Auditor-Jeffrey-Goodman-as-Senior-Vice-President-General-Counsel-and-Frank-McGrane-as-Senior-Vice-President-Deputy-Chief-Credit-OfficerDate: 29/09/2023Type: HiresEvent: WSFS Bank hires Frank McGrane as senior vice president, chief auditor.URL: https://www.businesswire.com/news/home/20230925488630/en/WSFS-Announces-Alyson-Beasley-Bradley-as-Senior-Vice-President-Chief-Auditor-Jeffrey-Goodman-as-Senior-Vice-President-General-Counsel-and-Frank-McGrane-as-Senior-Vice-President-Deputy-Chief-Credit-Officer",Excellent,5
ztsystems.com,Software,1,1934,,Excellent,0
otterproducts.com,Manufacturing,1,900,,Excellent,0
cmitsolutions.com,Business Services,1,900,,Good,0
r1rcm.com,Business Services,1,27800,,Excellent,0
thetradedesk.com,Software,1,2770,,Excellent,0
npr.org,Organizations,1,1000,,Booster activated,0
mittera.com,Business Services,1,2000,,Good,0
datasite.com,Software,1,1000,,Booster activated,0
boc.cn,Finance,1,304245,,Good,0
carahsoft.com,Business Services,1,2000,,Good,0
citadelbanking.com,Finance,1,477,,Excellent,0
gensler.com,Construction,1,7000,Type: *** Discover Insider ***Event: Senior Associate Regional It Operations Manager of Gensler told us they were looking into 'Operational improvements within the next 3 - 6 months.,Booster activated,0
canvas.org,Finance,1,639,,Good,0
hok.com,Construction,1,1600,"Date: 10/08/2023Type: hiresEvent: HOK Group, Inc. hires Amine Khemakhem as principal and firmwide director of global Healthcare practice.URL: https://www.connectcre.com/stories/california-people-and-company-news-for-august-11-2023/Date: 17/07/2023Type: Partners WithEvent: HOK Group, Inc. partners with NCC Property Development.URL: https://www.sbp.de/en/news/design-and-construction-team-share-details-about-avicii-arena-transformation/Date: 01/05/2023Type: HiresEvent: HOK Group, Inc. hired Eli Hoisington as co-chief executive officers on Apr 6th '23.URL: https://www.bdcnetwork.com/hok-names-eli-hoisington-and-susan-klumpp-williams-co-ceosDate: 01/05/2023Type: HiresEvent: HOK Group, Inc. hired Susan Klumpp Williams as co-chief executive officers on Apr 6th '23.URL: https://designandbuilduk.net/hok-names-eli-hoisington-and-susan-klumpp-williams-as-co-ceos/Date: 27/03/2023Type: HiresEvent: HOK Group, Inc. hires Dan Phillips as principal and senior project designer.URL: http://blog.iavm.org/sports-architect-dan-phillips-joins-hok-in-dallas/",Booster activated,5
stlouisfed.org,Finance,1,1419,Date: 22/10/2023Type: launchesEvent: St Louis Fed launches quantitative tightening monetary policy program.URL: https://traderstef.com/2023/10/22/tail-wagging-the-dog-before-the-next-bond-storm/Date: 31/08/2023Type: HiresEvent: St Louis Fed hires Jamie Anderson as vice president.URL: https://www.arkansasbusiness.com/article/145852/jamie-anderson-named-to-st-louis-feds-agribusiness-industry-councilDate: 31/08/2023Type: HiresEvent: St Louis Fed hires Carter Malloy as Founder and CEO.URL: https://www.globenewswire.com/news-release/2023/09/13/2742426/0/en/AcreTrader-Founder-and-CEO-Carter-Malloy-Joins-the-St-Louis-Fed-s-Agribusiness-Industry-Council.htmlDate: 13/08/2023Type: PromotesEvent: St Louis Fed promotes Riccardo DiCecio to research officer.URL: https://www.stltoday.com/news/local/business/people-in-business-copeland-appoints-three-cbre-promotes-two-oculus-adds-wiegmann-hires-cfo/article_7a5c9838-32e5-11ee-8f13-53f6f07b52c7.htmlDate: 13/07/2023Type: HiresEvent: St Louis Fed hires Kathleen O’Neill Paese as vice president and chief operating officer.URL: https://www.pymnts.com/personnel/2023/federal-reserve-bank-of-st-louis-president-james-bullard-resigns-for-purdue-job,Good,5
ascend.org,Finance,1,586,,Good,0
govcio.com,Business Services,1,2600,,Good,0
grsi.com,Software,1,479,,Good,0
curo.com,Finance,1,4000,,Good,0
mtsi-va.com,Construction,1,1000,,Good,0
woodsbagot.com,Construction,1,895,,Good,0
navihealth.com,Software,1,2332,,Good,0
varomoney.com,Finance,1,675,"Date: 16/10/2023Type: partners_withEvent: Varo Money Inc. partners with Visa.URL: https://www.forbes.com/advisor/banking/checking/varo-to-anyone/Date: 21/09/2023Type: LaunchesEvent: Varo Money Inc. launches Varo for Everyone.URL: https://www.finextra.com/newsarticle/43002/varo-bank-launches-no-fee-payments-feature-varo-for-everyone?utm_medium=rssfinextra&utm_source=finextrafeedDate: 21/09/2023Type: LaunchesEvent: Varo Money Inc. launches Varo Tech.URL: https://www.bankingdive.com/news/varo-anyone-venmo-cash-app-p2p-payments-fintech-colin-walsh-debit-card-bank-account/694368/Date: 21/09/2023Type: LaunchesEvent: Varo Money Inc. launched feature, ""Varo to Anyone,"" a free peer-to-peer payment service for Varo customers on Sep 17th '23.URL: https://www.pymnts.com/real-time-payments/2023/varo-unveils-instant-payments-anyone-with-united-states-debit-card/Date: 21/09/2023Type: LaunchesEvent: Varo Money Inc. launched Varo to Anyone on Sep 24th '23.URL: https://www.prnewswire.com/news-releases/varo-bank-introduces-varo-to-anyone-301935202.html",Excellent,5
dssinc.com,Software,1,600,,Good,0
creationtech.com,Manufacturing,1,4000,"Date: 08/10/2023Type: partners_withEvent: L3Harris Technologies, Inc. partners with Creation Technologies LP..URL: https://www.electronicspecifier.com/industries/aerospace-defence/creation-technologies-partners-with-l3harrisDate: 06/11/2022Type: Receives AwardEvent: Creation Technologies LP. receives award 2022 CIRCUITS ASSEMBLY Service Excellence Award.URL: https://www.wnie.online/creation-technologies-celebrates-8th-consecutive-service-excellence-award/",Excellent,2
team-ind.com,Manufacturing,1,1417,"Date: 30/07/2023Type: retires_fromEvent: David Ricke retires from TEAM Industries, Inc. as President & CEO.URL: https://www.team-ind.com/team-ceo-announcement/Date: 06/07/2023Type: Recognized AsEvent: TEAM Industries, Inc. recognized as one of the Top 200 Workplaces in Minnesota.URL: https://www.team-ind.com/top-200-workplace/",Good,2
panavision.com,Manufacturing,1,1211,Date: 10/08/2023Type: leavesEvent: Adam Coles leaves Panavision Inc. as Group Sales and Business Director.URL: https://www.televisual.com/news/cinelab-to-expand-digital-services-with-two-key-hiresDate: 10/08/2023Type: LeavesEvent: Adam leaves Panavision Inc. as Group Sales and Business Director.URL: https://www.lbbonline.com/news/cinelab-film-digital-signals-expansion-of-digital-services-with-2-key-hiresDate: 21/06/2023Type: Recognized AsEvent: Panavision Inc. recognized as top honors in the Multilingual category.URL: https://www.spinutech.com/about/news/two-spinutech-websites-honored-with-sitefinity-website-of-the-year-awards/,Good,3
tenerity.com,Software,1,1400,"Date: 24/07/2023Type: closes_offices_inEvent: Tenerity will close offices in Stamford, Connecticut, United States on Dec 31st '23.URL: https://www.ctinsider.com/business/article/tenerity-relocate-hq-stamford-norwalk-18254520.phpDate: 06/12/2022Type: LaunchesEvent: Tenerity launched Connect platform on Dec 6th '22.URL: https://www.martechcube.com/tenerity-launches-new-digital-rewards-program-for-santander/",Good,2
wmeng.com,Construction,1,491,,Good,0
apog.com,Construction,1,5500,,Good,0
syniti.com,Software,1,1200,,Good,0
weddingwire.com,Media & Internet,1,950,,Good,0
caes.com,Construction,1,2300,,Good,0
vizio.com,Manufacturing,1,900,,Booster activated,0
milestechnologies.com,Business Services,1,781,,Good,0
ulteig.com,Construction,1,1000,"Date: 07/08/2023Type: hiresEvent: Ulteig Engineers, Inc. hires Alison Barie as Chief Financial Officer.URL: https://www.prnewswire.com/news-releases/ulteig-names-alison-barie-as-new-chief-financial-officer-301893931.html",Excellent,1
allanmyers.com,Construction,1,2000,"Type: *** Discover Insider ***Event: IT Manager of Allanmyers, is interested in Demo Video: Protect Your Data in United States.",Booster activated,0
radwell.com,Manufacturing,1,2200,,Good,0
coniferhealth.com,Business Services,1,11750,,Good,0
a2globalelectronics.com,Retail,1,500,,Booster activated,0
matrixservicecompany.com,Construction,1,2810,,Excellent,0
inmar.com,Business Services,1,3867,"Type: *** Discover Insider ***Event: Vice President Information Technology of Inmar, is interested in Modernizing IT Means Modernizing Data Availability - whitepaper in United States.",Excellent,0
dtn.com,Software,1,1200,,Excellent,0
mitchell.com,Business Services,1,1612,,Good,0
geosyntec.com,Construction,1,2000,,Good,0
motional.com,Transportation,1,1000,,Good,0
partech.com,Business Services,1,1477,,Excellent,0
hartmann.info,Manufacturing,1,10628,Type: *** Discover Insider ***Event: Group Chief Information Officer of Hartmann told us they were looking into 'Malware Ads.,Excellent,0
accessbankplc.com,Finance,1,30404,,Good,0
totalenergies.com,"Energy, Utilities & Waste",1,101279,,Excellent,0
umicore.com,"Energy, Utilities & Waste",1,11565,"Type: *** Discover Insider ***Event: Information Technology Manager of Umicore, is interested in Microsoft 365 Recovery Best Practices in Belgium.",Excellent,0
waternet.nl,"Energy, Utilities & Waste",1,1800,Type: *** Discover Insider ***Event: Director Mgr IT of Waternet told us they were looking into 'Security.,Good,0
bkk.hu,Manufacturing,1,3154,,Good,0
cib.hu,Finance,1,2920,,Good,0
euronetworldwide.com,Finance,1,9500,Type: *** Discover Insider ***Event: Infrastructure Manager of Euronetworldwide told us they were looking into 'Operational improvements.,Excellent,0
posta.hu,Finance,1,11712,,Good,0
mkb.hu,Finance,1,2612,,Good,0
otpbank.hu,Finance,1,10078,,Good,0
raiffeisen.hu,Finance,1,2428,,Good,0
avans.nl,Education,1,1748,,Good,0
croonwolterendros.nl,Construction,1,2688,"Type: *** Discover Insider ***Event: Information Technology Manager of Croonwolterendros, is interested in 7 Critical Reasons for Microsoft 365 Backup in Netherlands.",Good,0
damen.com,Manufacturing,1,11000,Type: *** Discover Insider ***Event: Senior IT Project Manager of Damen told us they were looking into 'Data protection against Cyberthreats within the next 6 - 9 months.,Good,0
amsterdam.nl,Government,1,17000,Type: *** Discover Insider ***Event: Project Manager CTO Innovation Office of Amsterdam told us they were looking into 'Backup/recovery performance within the next 6 - 9 months.,Good,0
emmen.nl,Government,1,2508,,Good,0
utrecht.nl,Government,1,3316,Type: *** Discover Insider ***Event: Chief Information Officer CIO of Utrecht told us they were looking into 'Total cost of ownership.,Good,0
janlinders.nl,Finance,1,153,"Type: *** Discover Insider ***Event: Information Technology Manager of Janlinders, is interested in Microsoft 365 Backup Guide by   in Netherlands.",Good,0
kentalis.nl,Hospitals & Physicians Clinics,1,3074,"Type: *** Discover Insider ***Event: Chief Information Security Officer of Kentalis, is interested in Microsoft 365 Backup For Dummies in Netherlands.",Good,0
loyensloeff.com,Law Firms & Legal Services,1,282,,Excellent,0
saxion.nl,Education,1,2515,,Good,0
ipsedebruggen.nl,Government,1,2195,Type: *** Discover Insider ***Event: Chief Information Security Officer CISO of Ipsedebruggen told us they were looking into 'Hardware lifecycle management.,Good,0
synthon.com,Retail,1,1724,,Excellent,0
zeeman.com,Retail,1,7347,"Type: *** Discover Insider ***Event: Manager IT Software Development of Zeeman, is interested in Microsoft 365 Recovery Best Practices in Netherlands.",Good,0
acscourier.gr,Telecommunications,1,35,,Good,0
archirodon.net,Construction,1,16000,Date: 19/04/2023Type: partners_withEvent: Archirodon partners with Arabian Construction Company.URL: https://www.arabnews.com/node/2289581/business-economy,Excellent,1
aia.gr,Transportation,1,550,,Good,0
chipita.com,Manufacturing,1,2639,,Good,0
cosmote.gr,Telecommunications,1,11453,Date: 25/09/2023Type: launchesEvent: Cosmote Mobile Telecommunications SA launches personal development programme for young people.URL: https://www.telecompaper.com/news/cosmotes-whats-up-launches-personal-development-programme-for-young-people--1477049Date: 12/07/2023Type: Is DevelopingEvent: Cosmote Mobile Telecommunications SA is developing 6G experimental infrastructure of Athens.URL: https://www.broadbandtvnews.com/2023/07/12/greeces-ote-trials-6g/,Good,2
kotsovolos.gr,Retail,1,2432,,Good,0
fourlis.gr,Holding Companies & Conglomerates,1,4010,,Good,0
frigoglass.com,Manufacturing,1,5282,,Good,0
accessbank.az,Finance,1,1615,,Excellent,0
eubank.kz,Finance,1,6102,,Good,0
kazpost.kz,Finance,1,19,,Good,0
bank-abc.com,Finance,1,903,,Good,0
bankaletihad.com,Finance,1,728,Date: 13/10/2023Type: partners_withEvent: Ammanu partners with Bank Al Etihad.URL: https://www.zawya.com/en/press-release/companies-news/fine-hygienic-holding-takes-part-in-shorouq-career-comeback-program-uuui69t9Date: 13/10/2023Type: Partners WithEvent: Fine Hygienic Holding partners with Bank Al Etihad.URL: https://www.zawya.com/en/press-release/companies-news/fine-hygienic-holding-takes-part-in-shorouq-career-comeback-program-uuui69t9Date: 03/09/2023Type: LaunchesEvent: Bank Al Etihad launched 5th round of the Shorouq Comeback Program on Sep 4th '23.URL: https://www.einnews.com/pr_news/653695035/bank-al-etihad-teams-up-with-19-companies-for-shorouq-comeback-programDate: 27/07/2023Type: Partners WithEvent: NetGuardians SA partners with Bank Al Etihad.URL: https://thepaypers.com/digital-identity-security-online-fraud/netguardians-partners-with-bank-al-etihad--1263587Date: 09/07/2023Type: Partners WithEvent: Bank Al Etihad partners with Moneysmart.URL: https://www.financeindustrytoday.com/article/643880445-bank-al-etihad-partners-with-moneysmart-to-enhance-sme-founders-financial-literacy,Good,5
dohabank.com.qa,Finance,1,762,,Good,0
alinma.com,Finance,1,3280,,Good,0
alfransi.com.sa,Finance,1,2973,,Good,0
kfshrc.edu.sa,Hospitals & Physicians Clinics,1,15000,,Good,0
gasco.com.sa,Manufacturing,1,2373,,Good,0
nwc.com.sa,"Energy, Utilities & Waste",1,77,,Good,0
panda.com.sa,Retail,1,18000,,Good,0
awrostamani.com,Holding Companies & Conglomerates,1,4000,,Good,0
adcb.com,Finance,1,9000,,Excellent,0
altayer.com,Retail,1,6616,Date: 16/08/2023Type: partners_withEvent: Cinépolis USA partners with Al Tayer Group.URL: https://gulfbusiness.com/dubais-motivate-val-morgan-becomes-exclusive-middle-east-advertising-sales-partner-for-cinepolis/,Good,1
dpworld.com,Transportation,1,101440,Type: *** Discover Insider ***Event: It Project Delivery Manager of Dpworld told us they were looking into 'Hardware refresh within the next 6 - 9 months.,Excellent,0
al-majid.com,Holding Companies & Conglomerates,1,7500,,Good,0
kerzner.com,Hospitality,1,10878,,Good,0
etisalat.ae,Telecommunications,1,19588,,Good,0
atlantico.ao,Finance,1,127,,Good,0
kenya-airways.com,Transportation,1,3734,,Good,0
safaricom.co.ke,Telecommunications,1,6033,,Good,0
iblgroup.com,Holding Companies & Conglomerates,1,24400,,Good,0
firstbanknigeria.com,Finance,1,6643,,Excellent,0
keystonebankng.com,Finance,1,48,,Good,0
saipem.com,Construction,1,32000,Type: *** Discover Insider ***Event: Director of Saipem told us they were looking into ' Backup/recovery performance unacceptable .Date: 17/10/2023Type: Invests Into AssetsEvent: Saipem invests into assets: gas project in the amount of $4.1B in United Arab Emirates.URL: https://www.theasset.com/article/50219/saipem-wins-us41-billion-gas-project-in-uaeDate: 04/10/2023Type: Partners WithEvent: Saipem partnered with NPCC on Oct 5th '23.URL: https://splash247.com/saipem-bags-4-1bn-hail-and-ghasha-epc-deal-from-adnoc/Date: 14/09/2023Type: LaunchesEvent: Saipem launches BluenzymeTM: high-performance industrial solution.URL: https://www.oilreviewafrica.com/exploration/industry/saipem-launches-bluenzymetm-high-performance-industrial-solution-for-co2-captureDate: 08/09/2023Type: LaunchesEvent: Saipem launched game-changing carbon capture solution on Aug 8th '23.URL: https://www.zawya.com/en/projects/oil-and-gas/italys-saipem-launches-co2-capture-solutions-for-small-and-medium-emitters-m25fdhcrDate: 06/09/2023Type: LaunchesEvent: Saipem launched Bluenzyme on Sep 7th '23.URL: https://www.zawya.com/en/projects/oil-and-gas/italys-saipem-launches-co2-capture-solutions-for-small-and-medium-emitters-m25fdhcr,Excellent,5
actom.co.za,Retail,1,405,,Excellent,0
afgri.co.za,Agriculture,1,3006,,Excellent,0
bankservafrica.com,Finance,1,296,,Good,0
csir.co.za,Business Services,1,2145,,Excellent,0
derivco.com,Business Services,1,1531,,Good,0
glencore.co.za,,1,,,Good,0
icc.co.za,Hospitality,1,151,,Good,0
mtn.com,Telecommunications,1,19295,,Excellent,0
netstar.co.za,Telecommunications,1,730,,Good,0
novus.holdings,Business Services,1,2090,,Excellent,0
pepkorit.com,Business Services,1,259,,Good,0
riotinto.com,Minerals & Mining,1,54000,"Type: *** Discover Insider ***Event: Chief Operating Officer of Riotinto, is interested in Demo Video: Protect Your Data in United States.",Excellent,0
goteborgenergi.se,"Energy, Utilities & Waste",1,749,,Good,0
karlskrona.se,Government,1,1955,,Good,0
sca.com,Manufacturing,1,3373,"Type: *** Discover Insider ***Event: Chief Information Officer of Sca, is interested in #1 Microsoft 365 Backup Guide by   in Sweden.",Good,0
uppsala.se,Hospitality,1,25,,Good,0
mikron.com,Manufacturing,1,1473,Date: 06/06/2023Type: launchesEvent: Mikron Group launched Mikron MAIA on Jun 1st '23.URL: https://www.mikron.com/en/group/media/press/mikron-automation-returns-atxmdm-east-2023-north-american-launch-new-platform,Excellent,1
svenskaspel.se,Hospitality,1,2086,Date: 12/10/2023Type: leavesEvent: Patrik Hofbauer leaves Svenska Spel as CEO.URL: https://www.datacenterdynamics.com/en/news/telia-appoints-patrik-hofbauer-as-president-and-ceo/Date: 03/10/2023Type: Partners WithEvent: Kambi will partner with Svenska Spel on Jan 1st '24.URL: https://www.thegamblest.com/kambi-group-signs-agreement-with-svenska-spel-sport-casino/Date: 02/10/2023Type: Signs New ClientEvent: Kambi signs new client Svenska Spel.URL: https://igamingexpress.com/kambi-partners-with-svenska-spel-sport-casino-to-launch-innovative-sportsbook-in-sweden/Date: 13/07/2023Type: LaunchesEvent: Svenska Spel launches classic wake-up service.URL: https://www.perfectfools.com/svenska-spel-launch-wake-up-service-together-with-the-national-team-asllani-and-rolfo-serve-as-live-alarm-clocksDate: 08/06/2023Type: LaunchesEvent: Svenska Spel launched Playtech’s poker product on May 9th '23.URL: https://www.168casinos.com/gambling-news/swedens-svenska-spel-confirms-it-will-use-playtechs-ipoker-network/,Excellent,5
tacirler.com.tr,Finance,1,34,,Good,0
bmw.co.uk,Retail,1,406,"Date: 29/10/2023Type: launchesEvent: BMW launches B2C online stores.URL: https://aimgroup.com/2023/10/30/bmw-group-u-k-selects-bigcommerce-for-its-ecommerce-store/Date: 29/10/2023Type: Signs New ClientEvent: BigCommerce signs new client BMW.URL: https://aimgroup.com/2023/10/30/bmw-group-u-k-selects-bigcommerce-for-its-ecommerce-store/Date: 27/10/2023Type: Partners WithEvent: BMW partnered with Adobe Inc. on Oct 27th '22.URL: https://www.enterprisetimes.co.uk/2023/10/27/bmw-uk-launches-b2c-store-for-bmw-and-mini-parts-on-bigcommerce/Date: 27/10/2023Type: LaunchesEvent: BMW launched Shop on the BigCommerce platform on Oct 23rd '23.URL: https://www.enterprisetimes.co.uk/2023/10/30/retail-and-ecommerce-news-from-the-week-beginning-23-october-2023/Date: 26/10/2023Type: LaunchesEvent: BMW launches B2C BMW, MINI parts store.URL: https://www.am-online.com/news/aftersales/2023/10/27/bmw-group-uk-launches-b2c-bmw-mini-parts-store",Good,5
bfi.org.uk,Organizations,1,576,Date: 03/11/2023Type: launchesEvent: British Film Institute launches 3D Christmas movie programme.URL: https://southwarknews.co.uk/area/waterloo/bfi-imax-announces-3d-christmas-movie-programme/Date: 23/10/2023Type: LaunchesEvent: British Film Institute launches Creative Challenge Fund.URL: https://theknowledgeonline.com/the-knowledge-bulletin/post/2023/10/24/bfi-launches-creative-challenge-fundDate: 23/10/2023Type: Partners WithEvent: Film Fest Report partnered with British Film Institute on Oct 15th '23.URL: https://thetab.com/uk/kings/2023/10/23/barbie-scorsese-and-nuggets-everything-you-missed-at-london-film-festival-33616Date: 15/09/2023Type: LaunchesEvent: British Film Institute launches line-up for LFF Expanded.URL: https://www.wallpaper.com/art/london-film-festival-2023-lff-expandedDate: 13/09/2023Type: LaunchesEvent: British Film Institute will launch SCALA!!! on Jan 5th '24.URL: https://fabukmagazine.com/bfi-distribution-announces-5-january-2024-uk-and-ireland-cinema-release-of-scala/,Good,5
lactalis.co.uk,Manufacturing,1,17,Date: 30/07/2023Type: launchesEvent: Lactalis UK & Ireland launched Seriously Cheese Burgers on Jul 15th '23.URL: https://edairynews.com/en/lactalis-launches-seriously-cheese-burgers/Date: 26/07/2023Type: LaunchesEvent: Lactalis UK & Ireland launches TV campaign for Spreadable range.URL: https://www.kamcity.com/namnews/products-promotions/seriously-spreadable-launches-new-tv-campaign/Date: 27/06/2023Type: LaunchesEvent: Lactalis UK & Ireland launches updated UK sourcing standard for 2023.URL: https://www.thegrocer.co.uk/lactalis-ukandi-launches-new-sourcing-and-sustainability-programme/680545.articleDate: 13/06/2023Type: Partners WithEvent: Lactalis UK & Ireland partners with FareShare.URL: https://scottishgrocer.co.uk/2023/06/13/galloway-gathering-project-with-fareshare-scotland-a-big-success/Date: 17/04/2023Type: LaunchesEvent: Lactalis UK & Ireland launches Leedammer range.URL: https://www.efanews.eu/en/item/30844-lactalis-uk-ireland-launches-grated-leerdammer.html,Good,5
nominet.uk,Telecommunications,1,184,"Date: 19/10/2023Type: recognized_asEvent: Nominet UK, Ltd. recognized as Emergency Back-End Registry Operator on Oct 19th '23.URL: https://domainincite.com/29154-nominet-takes-over-failed-desiDate: 18/09/2023Type: LaunchesEvent: Nominet UK, Ltd. launches top-level domain information sharing and analysis centre.URL: https://www.computerweekly.com/news/366552532/Nominet-and-European-counterparts-link-up-on-intelligence-sharing",Good,2
parseq.com,Holding Companies & Conglomerates,1,299,Date: 10/01/2023Type: merges_withEvent: Parseq plc merges with Column Software Solutions Pvt. Ltd..URL: https://www.insidermedia.com/news/yorkshire/business-services-and-it-provider-merges-with-indian-counterpartDate: 04/01/2023Type: AcquiresEvent: Parseq plc acquired Tall Group on Dec 9th '22.URL: https://www.yorkshirepost.co.uk/business/parseq-announces-expansion-following-acquisition-of-the-tall-group-3973287Date: 20/11/2022Type: Receives AwardEvent: Parseq plc received award Choice Award at Document Manager Awards 2022 on Nov 21st '22.URL: https://www.parseq.com/parseq-takes-home-editors-choice-award/,Excellent,3
routeco.com,Manufacturing,1,250,Date: 25/06/2023Type: partners_withEvent: Routeco Limited partners with IXON Cloud.URL: https://www.industrialtechnology.co.uk/routeco-announces-a-new-uk-partnership-with-ixonDate: 12/12/2022Type: Partners WithEvent: AutoLogic Systems Ltd. partnered with Routeco Limited on Jan 1st '19.URL: https://www.menzies.co.uk/deal-alert-menzies-assists-on-sale-of-autologic/,Good,2
admiralmarkets.com,Finance,1,141,Date: 12/09/2023Type: partners_withEvent: Admiral Markets Group partners with solarisgroup.com.URL: https://www.fazzaco.com/newsdetail/admirals-unveils-new-look-of-admirals-card-in-partnership-with-solaris-296751Date: 15/06/2023Type: HiresEvent: Admiral Markets Group hires Daniel Skowronski as Chief Revenue Officer.URL: https://tradersunion.com/news/brokers-news/show/1480-admirals-appoints-new-chief-revenue-officer/Date: 28/03/2023Type: Recognized AsEvent: Admiral Markets Group recognized as best broker for day trading in the Forex market.URL: https://tradersunion.com/news/brokers-news/show/364-admiral-markets-ranks-first-among-forex-day-trading-brokers/Date: 13/01/2023Type: HiresEvent: Admiral Markets Group hires Juan Enrique Cadiñanos Moriano as Chief Executive Officer for Spanish operations.URL: https://www.financemagnates.com/executives/moves/admirals-names-juan-enrique-cadianos-moriano-as-spain-ceo/,Good,4
novomatic-tech.com,Hospitality,1,251,,Good,0
delta.co.zw,Manufacturing,1,2501,,Good,0
cashpoint.com,Software,1,250,,Good,0
delfortgroup.com,Agriculture,1,799,,Excellent,0
emarsys.com,Software,1,741,,Excellent,0
gantner.com,Business Services,1,385,,Good,0
hartlauer.at,Consumer Services,1,86,,Excellent,0
hirschmann-automotive.com,Consumer Services,1,5600,,Excellent,0
hofer.at,Retail,1,12000,,Good,0
keba.com,Business Services,1,2000,"Type: *** Discover Insider ***Event: Information Technology Manager of Keba, is interested in Conversational Backup de Microsoft Teams - whitepaper in Austria.",Excellent,0
klinikum-wegr.at,Hospitals & Physicians Clinics,1,3728,,Good,0
liebherr.com,Manufacturing,1,51321,Type: *** Discover Insider ***Event: Director of Liebherr told us they were looking into ' Operational improvements.,Excellent,0
meusburger.com,Manufacturing,1,1700,"Type: *** Discover Insider ***Event: Director Of Information Technology of Meusburger, is interested in Microsoft 365 Backup For Dummies in Austria.",Excellent,0
quester.at,Retail,1,30,,Good,0
sag.at,Consumer Services,1,1196,,Excellent,0
baumit.com,Retail,1,352,Date: 03/07/2023Type: launchesEvent: Baumit launched SolmixBag for the construction industry on Jun 4th '23.URL: https://www.nspackaging.com/news/mondi-concludes-divestment-of-three-russian-operations-to-gotekDate: 22/06/2023Type: Partners WithEvent: Mondi Group partners with Baumit.URL: https://www.nspackaging.com/news/mondi-and-baumit-partner-to-introduce-solmixbag-for-construction-industry,Good,2
smc.at,Hospitality,1,11,,Good,0
sonydadc.com,Manufacturing,1,700,"Type: *** Discover Insider ***Event: Director Of Information Technology of Sonydadc, is interested in Microsoft 365 Backup For Dummies in Austria.",Good,0
storaenso.com,Manufacturing,1,21000,Type: *** Discover Insider ***Event: Senior Vice President Human Resources of Storaenso told us they were looking into 'Enable employees to get more HR information on demand.,Excellent,0
tttech.com,Manufacturing,1,1805,,Excellent,0
know-center.at,Business Services,1,89,,Good,0
volanbusz.hu,Finance,1,17,,Good,0
afp.com,Media & Internet,1,2400,Type: *** Discover Insider ***Event: Manager of Afp told us they were looking into ' Organizational change.,Good,0
albea-group.com,Manufacturing,1,13000,Type: *** Discover Insider ***Event: Manager IS Technical Infrastructure of Albea Group told us they were looking into 'Hardware refresh within the next 3 - 6 months.,Excellent,0
arteliagroup.com,Construction,1,7000,Type: *** Discover Insider ***Event: Manager of Arteliagroup told us they were looking into ' Data protection against Cyberthreats.,Good,0
ceva.com,Manufacturing,1,5000,Type: *** Discover Insider ***Event: C Level of Ceva told us they were looking into ' Operational improvements.,Good,0
gl-events.com,Business Services,1,3858,Type: *** Discover Insider ***Event: IT Project Manager of Gl Events told us they were looking into 'Hardware refresh within the next 9 - 12 months.,Good,0
kiabi.com,Retail,1,9910,Type: *** Discover Insider ***Event: Director of Kiabi told us they were looking into ' Organizational change.,Excellent,0
pierre-fabre.com,Manufacturing,1,9600,Type: *** Discover Insider ***Event: Director of Pierre Fabre told us they were looking into ' Data protection against Cyberthreats.,Excellent,0
probtp.com,Organizations,1,1892,Type: *** Discover Insider ***Event: Manager of Probtp told us they were looking into ' Backup/recovery performance unacceptable .,Good,0
socotec.fr,Construction,1,172,,Good,0
