Domains,Industry,Event Count,Discover - Overall Score
iberchem.com,Manufacturing,0,Good
iberdrola.es,Energy,0,Good
ica.se,Retail,0,Good
ifema.es,Entertainment,0,Good
imdea.org,Information Technology,0,Good
immowelt.de,Information Technology,0,Good
ilpvfx.com,Marketing,0,Good
lavazza.com,Food and Beverage,5,Good
indracompany.com,Information Technology,0,Good
ifsworld.com,Information Technology,0,Good
informatica.com,Information Technology,5,Excellent
ing.es,Finance,0,Good
irco.com,Manufacturing,5,Excellent
innokasmedical.fi,Manufacturing,0,Good
intel.com,Manufacturing,5,Excellent
interlan.se,Information Technology,0,Good
iaa.ie,Aviation,0,Excellent
irishlife.ie,Legal Services,5,Good
italgas.it,Other,0,Good
it-total.se,Information Technology,0,Good
garrigues.com,Other,0,Good
jacobs.com,Engineering,5,Excellent
jatke.fi,Engineering,0,Good
jm.se,Engineering,0,Good
vaillant-group.com,Manufacturing,0,Good
jotun.no,Manufacturing,0,Good
kalix.se,Government,0,Good
kamstrup.com,Manufacturing,1,Excellent
karlskrona.se,Government,0,Good
karlstad.se,Government,0,Good
kbc.ie,Finance,0,Good
kela.fi,Government,0,Good
kemira.com,Manufacturing,5,Excellent
kemppi.com,Manufacturing,0,Good
kering.com,Retail,5,Excellent
kerry.com,Food and Beverage,5,Excellent
kiekert.com,Manufacturing,0,Excellent
kirjavalitys.fi,Information Technology,0,Good
kk.dk,Government,0,Good
cph.dk,Aviation,1,Good
adm.ku.dk,Information Technology,0,Good
koege.dk,Government,0,Good
kolding.dk,Engineering,0,Good
lakeland.ie,Food and Beverage,0,Good
ulapland.fi,Education,0,Good
lego.com,Manufacturing,5,Excellent
leo-pharma.com,Manufacturing,4,Excellent
libertyseguros.es,Legal Services,0,Good
lindex.com,Retail,0,Good
liquigas.com,Energy,0,Good
ltu.se,Information Technology,0,Good
lundin-norway.no,Energy,0,Good
lyse.no,Other,0,Good
marcolin.com,Retail,0,Good
mmc.com,Finance,0,Excellent
marsh.com,Legal Services,5,Excellent
mbda-systems.com,Manufacturing,4,Good
mecalux.com,Information Technology,0,Good
medtronic.com,Manufacturing,5,Excellent
merck.com,Manufacturing,5,Excellent
meta4.com,Information Technology,0,Good
metria.se,Information Technology,0,Good
metronom.com,Information Technology,0,Good
metropolia.fi,Education,0,Good
metsa.fi,Manufacturing,0,Good
middelfart.dk,Government,0,Excellent
difesa.it,Government,0,Good
mionetto.it,Manufacturing,0,Good
morphosys.com,Health Care,2,Excellent
motala.se,Government,0,Good
musgrave.ie,Retail,0,Good
mutua.es,Legal Services,1,Excellent
mysafety.se,Legal Services,0,Good
nevs.com,Manufacturing,0,Good
mu.ie,Education,0,Good
nbibygg.se,Engineering,0,Good
neptuneenergy.com,Energy,2,Excellent
netcontrol.com,Manufacturing,0,Good
nexi.it,Finance,0,Good
nilfisk.com,Manufacturing,3,Excellent
nkt.com,Manufacturing,0,Excellent
nobina.com,Information Technology,0,Excellent
nobina.se,Information Technology,0,Good
norconsult.com,Engineering,0,Excellent
nordea.com,Finance,0,Excellent
nordicbrass.se,Manufacturing,0,Good
ndi.eu,Manufacturing,0,Good
nordstjernan.se,Other,0,Good
norsjo.se,Government,0,Good
hydro.com,Manufacturing,5,Booster activated
ntrs.com,Finance,0,Good
note.eu,Manufacturing,0,Good
novartis.com,Manufacturing,5,Booster activated
novonordisk.com,Manufacturing,5,Excellent
nttdata.com,Information Technology,5,Booster activated
obos.no,Engineering,0,Good
npd.no,Government,0,Excellent
octotelematics.com,Information Technology,0,Good
oresundskraft.se,Other,0,Good
oriola.com,Manufacturing,0,Good
orkla.com,Retail,0,Excellent
mueller-leuthold.ch,Retail,0,Good
otis.com,Retail,5,Booster activated
oulunkaari.com,Health Care,0,Good
pagonxt.com,Finance,0,Good
pandoragroup.com,Retail,3,Excellent
paulig.com,Food and Beverage,0,Good
payex.com,Finance,0,Good
payex.com,Finance,0,Good
paypal.com,Information Technology,5,Good
peab.se,Engineering,0,Good
permanenttsb.ie,Finance,0,Excellent
pfizer.com,Manufacturing,5,Excellent
pirelli.com,Manufacturing,5,Excellent
postel.it,Information Technology,0,Good
posten.no,Information Technology,0,Good
posti.fi,Information Technology,0,Good
itella.com,Information Technology,0,Good
powertbs.com,Information Technology,0,Good
prelios.com,Engineering,0,Good
pwc.com,Information Technology,5,Booster activated
primark.ie,Retail,0,Good
procemex.com,Manufacturing,0,Good
pg.com,Retail,5,Excellent
pg.com,Manufacturing,5,Excellent
ptvgroup.com,Information Technology,1,Good
qiagen.com,Health Care,5,Excellent
radeberger-gruppe.de,Food and Beverage,0,Excellent
ramboll.com,Engineering,4,Excellent
randers.dk,Government,0,Good
randstad.es,Engineering,0,Good
raysearchlabs.com,Manufacturing,0,Good
rdata.se,Information Technology,0,Good
recipharm.com,Manufacturing,0,Excellent
regionuppsala.se,Government,0,Good
reply.com,Information Technology,2,Excellent
repsol.com,Other,5,Good
retarus.com,Information Technology,0,Excellent
richemont.it,Retail,0,Good
rina.org,Government,1,Excellent
rodenstock.de,Retail,0,Good
rohde-schwarz.com,Information Technology,0,Excellent
rwe.com,Other,2,Excellent
saabgroup.com,Aviation,1,Good
sachsenenergie.de,Other,0,Good
saica.com,Manufacturing,0,Good
salesforce.com,Information Technology,5,Excellent
salvagninigroup.com,Manufacturing,0,Good
ferragamo.com,Retail,5,Excellent
sanitas.es,Other,0,Good
sanitas.es,Health Care,0,Good
sanoma.com,Marketing,2,Excellent
gruposantander.com,Finance,0,Good
sartorius.com,Health Care,0,Good
saxobank.com,Finance,0,Good
scandichotels.com,Health Care,1,Excellent
scavolini.com,Other,0,Good
schleifring.de,Manufacturing,0,Excellent
schott.com,Manufacturing,5,Excellent
schufa.de,Finance,0,Good
seat.es,Manufacturing,0,Good
senaatti.fi,Engineering,0,Good
servinform.es,Information Technology,0,Good
seur.net,Information Technology,0,Good
siili.com,Information Technology,0,Excellent
silkeborg.dk,Non-profit Organizations,0,Good
simcorp.com,Information Technology,2,Excellent
siospa.it,Information Technology,0,Good
skanska.se,Engineering,4,Good
skm.dk,Government,0,Excellent
snaitech.it,Entertainment,0,Excellent
sogin.it,Other,0,Good
softronic.se,Information Technology,0,Good
solna.se,Government,0,Good
s-pankki.fi,Finance,0,Good
sparebank1.no,Finance,0,Good
sparebank1.no,Information Technology,0,Good
spirit-energy.com,Energy,1,Excellent
stahlgruber.de,Other,0,Good
sc.com,Finance,5,Excellent
statens-it.dk,Government,0,Good
lanekassen.no,Government,0,Good
steerprop.com,Information Technology,0,Good
stena.com,Information Technology,0,Excellent
su.se,Other,0,Good
sundhedsdatastyrelsen.dk,Government,0,Good
sundsvall.se,Government,0,Good
erillisverkot.fi,Information Technology,0,Good
sok.fi,Retail,0,Good
sweco.se,Engineering,1,Excellent
kemi.se,Government,0,Good
sdu.dk,Education,2,Good
sykehusinnkjop.no,Health Care,0,Good
symrise.com,Manufacturing,5,Excellent
corp.sysco.com,Food and Beverage,0,Good
takeda.com,Manufacturing,5,Excellent
takko.com,Retail,1,Good
tampere.fi,Finance,0,Good
tuni.fi,Education,0,Good
techedgegroup.com,Information Technology,0,Good
teksid.com,Manufacturing,0,Good
telia.no,Information Technology,0,Good
tvo.fi,Other,0,Good
qt.io,Information Technology,0,Good
toyota.dk,Manufacturing,0,Good
trafikverket.se,Government,0,Excellent
transnetbw.de,Other,0,Good
trondheim.kommune.no,Government,0,Excellent
turkuamk.fi,Education,0,Good
tv2.dk,Marketing,0,Excellent
twilio.com,Information Technology,5,Excellent
tyreso.se,Government,0,Good
ulstein.com,Information Technology,0,Good
umea.se,Government,0,Good
unicredit.de,Finance,0,Good
unieuro.com,Retail,0,Good
unilever.com,Manufacturing,5,Excellent
unionen.se,Non-profit Organizations,0,Good
ucm.es,Education,0,Good
universidadeuropea.es,Education,0,Good
tcd.ie,Education,5,Excellent
vaisala.com,Manufacturing,2,Excellent
valmet.com,Manufacturing,5,Excellent
vantaa.fi,Government,0,Good
varian.com,Manufacturing,5,Excellent
veikkaus.fi,Entertainment,0,Good
velux.dk,Engineering,0,Good
veoneer.com,Manufacturing,5,Excellent
vestas.com,Manufacturing,5,Excellent
wapice.com,Information Technology,0,Good
wellsfargo.com,Finance,5,Excellent
westag-getalit.de,Engineering,0,Good
westernunion.com,Finance,5,Excellent
whirlpool.com,Manufacturing,5,Excellent
widex.com,Manufacturing,0,Good
williamfry.com,Other,0,Good
wmf.com,Manufacturing,0,Good
workday.com,Information Technology,5,Excellent
wwk.de,Legal Services,0,Excellent
yit.fi,Engineering,0,Good
yokogawa.com,Manufacturing,5,Excellent
zambongroup.com,Manufacturing,0,Good
zurich.com,Legal Services,5,Excellent
allianz.com,Finance,5,Excellent
borgwarner.com,Aviation,5,Excellent
drv-bund.de,Government,0,Good
nemetschek.com,Information Technology,0,Excellent
porsche-consulting.com,Engineering,1,Good
rheinmetall.com,Aviation,0,Good
seeburger.de,Information Technology,0,Good
christiandior.com,Retail,1,Good
engie.com,Food and Beverage,5,Excellent
eramet.com,Manufacturing,5,Good
veolia.com,Food and Beverage,5,Excellent
vinci.com,Engineering,5,Good
beyond.pl,Information Technology,0,Good
comarch.com,Information Technology,0,Good
komanord.pl,Information Technology,0,Good
lear.com,Aviation,2,Booster activated
snpgroup.com,Information Technology,4,Excellent
t-mobile.pl,Information Technology,0,Good
wielton.com.pl,Aviation,0,Good
datagroup.de,Information Technology,0,Excellent
biontech.de,Health Care,0,Excellent
harting.com,Manufacturing,2,Excellent
sixt.de,Other,0,Good
daimler.com,Aviation,5,Excellent
volkswagen.de,Aviation,0,Good
aurubis.com,Manufacturing,2,Excellent
pierre-fabre.com,Health Care,5,Good
boulanger.com,Retail,0,Excellent
sephora.fr,Retail,0,Good
allianzgi.com,Finance,5,Excellent
cma-cgm.com,Other,5,Excellent
elis.com,Information Technology,1,Good
roullier.com,Food and Beverage,1,Good
pzu.pl,Legal Services,0,Good
nowystyl.com,Other,0,Good
citigroup.com,Finance,5,Excellent
santander.pl,Finance,0,Good
pekao.com.pl,Finance,1,Good
bury.com,Aviation,0,Good
totalizator.pl,Entertainment,0,Good
denso-diam.com,Aviation,0,Good
budimex.pl,Engineering,0,Good
resurs.se,Finance,0,Good
ds.se,Health Care,0,Good
nexus-ag.de,Health Care,0,Good
matrix.ag,Information Technology,0,Good
scheidt-bachmann.de,Information Technology,0,Excellent
hrs.com,Information Technology,0,Good
opel.com,Aviation,4,Excellent
mgen.fr,Legal Services,1,Excellent
edf.fr,Energy,5,Good
sealedair.com,Information Technology,5,Excellent
vicat.fr,Engineering,0,Good
scalian.com,Information Technology,0,Good
pichet.com,Engineering,0,Good
mbda-systems.com,Aviation,4,Booster activated
laredoute-corporate.com,Retail,0,Good
raben-group.com,Information Technology,0,Good
trecom.pl,Other,0,Good
eobuwie.pl,Retail,0,Good
bnpparibas.pl,Finance,0,Good
advatech.pl,Information Technology,0,Good
atende.pl,Information Technology,0,Good
kronofogden.se,Government,0,Good
samhall.se,Retail,0,Excellent
northvolt.com,Manufacturing,5,Excellent
akf.de,Finance,0,Good
versorgungskammer.de,Government,0,Good
continental-corporation.com,Aviation,0,Good
pop-i.de,Other,0,Good
compagniedesalpes.com,Other,0,Good
pernod-ricard.com,Food and Beverage,5,Booster activated
groupeseb.com,Retail,5,Excellent
orpea.net,Health Care,0,Good
dassault-aviation.com,Aviation,5,Excellent
valeo.com,Aviation,5,Excellent
comexposium.com,Information Technology,0,Good
pkobp.pl,Finance,0,Good
nevs.com,Aviation,0,Good
telenor.se,Information Technology,0,Good
edscha.com,Aviation,0,Good
delti.com,Aviation,1,Excellent
ndt-global.com,Energy,0,Excellent
zollernalb-klinikum.de,Health Care,0,Good
richard-wolf.com,Manufacturing,0,Good
bigpoint.net,Other,0,Good
continum.net,Other,0,Good
1und1.net,Information Technology,0,Good
nexter-group.fr,Aviation,0,Good
groupeadf.com,Engineering,0,Good
amundi.com,Finance,5,Excellent
fleurymichon.fr,Food and Beverage,0,Good
lgcf.fr,Food and Beverage,0,Good
verlingue.fr,Legal Services,0,Good
euronews.com,Marketing,0,Good
cdiscount.com,Other,2,Good
interpol.int,Other,0,Good
printemps.com,Retail,0,Good
printemps.fr,Retail,0,Good
softwaymedical.fr,Information Technology,0,Good
it-ce.fr,Information Technology,0,Good
murex.com,Information Technology,0,Excellent
sage.com,Information Technology,5,Excellent
infopro-digital.com,Information Technology,1,Booster activated
mbank.pl,Finance,0,Good
karmar.com,Engineering,0,Good
esab.pl,Manufacturing,0,Good
comp.com.pl,Other,0,Good
ensalta.pl,Information Technology,0,Good
storio.pl,Information Technology,0,Good
innergo.pl,Information Technology,0,Good
snt.pl,Information Technology,0,Good
onesystem.pl,Information Technology,0,Good
simplicity-poland.pl,Information Technology,0,Good
comtegra.pl,Information Technology,0,Good
regionvasterbotten.se,Health Care,0,Good
regionsormland.se,Health Care,0,Good
ellevio.se,Other,0,Good
gdv-dl.de,Legal Services,0,Good
durr.com,Manufacturing,0,Excellent
check24.de,Information Technology,0,Good
cat.com,Manufacturing,0,Good
kuehne-nagel.com,Information Technology,3,Excellent
tableau.com,Information Technology,5,Excellent
statestreet.com,Finance,5,Excellent
murata.com,Manufacturing,5,Excellent
stihl.de,Manufacturing,0,Excellent
gelsenwasser.de,Other,0,Excellent
kreis-warendorf.de,Government,0,Good
osthus.com,Information Technology,0,Good
leica-microsystems.com,Health Care,4,Good
m-petfilm.de,Manufacturing,0,Good
netgo.de,Information Technology,0,Good
nrm-netzdienste.de,Other,0,Good
frosta-ag.com,Retail,0,Good
miltenyibiotec.de,Health Care,0,Good
zalando.de,Information Technology,1,Good
igmetall.de,Non-profit Organizations,0,Good
genua.de,Information Technology,0,Good
deutschepost.de,Information Technology,0,Good
noris.de,Information Technology,0,Excellent
eew-energyfromwaste.com,Food and Beverage,0,Good
kvb-koeln.de,Information Technology,0,Excellent
headupgames.com,Information Technology,0,Good
adista.fr,Information Technology,0,Good
bureauveritas.com,Food and Beverage,5,Good
boiron.fr,Health Care,0,Good
arianespace.com,Aviation,5,Good
alten.fr,Information Technology,0,Good
boeing.com,Aviation,5,Good
but.fr,Retail,0,Good
eurofins.com,Education,5,Booster activated
umanis.com,Information Technology,0,Excellent
auchan.com,Retail,0,Good
verspieren.com,Legal Services,0,Good
allianz.fr,Legal Services,1,Good
fresenius-kabi.com,Health Care,5,Excellent
bio-rad.com,Health Care,5,Excellent
takeda.com,Health Care,5,Excellent
cognita.com,Education,0,Good
munichre.com,Legal Services,0,Excellent
saffery.com,Finance,1,Excellent
bristol.ac.uk,Education,0,Excellent
landregistry.gov.uk,Government,4,Good
xma.co.uk,Information Technology,0,Excellent
kfc.com,Health Care,0,Good
nanoporetech.com,Health Care,0,Good
iongeo.com,Energy,0,Excellent
ppf.co.uk,Finance,1,Excellent
slam.nhs.uk,Health Care,2,Excellent
oxfordshire.gov.uk,Government,0,Good
clch.nhs.uk,Health Care,0,Good
suffolk.gov.uk,Government,1,Good
durham.gov.uk,Government,0,Good
ncr.com,Information Technology,0,Good
nortonrosefulbright.com,Engineering,0,Good
leedsbeckett.ac.uk,Education,0,Good
laingorourke.com,Engineering,5,Excellent
officedepot.com,Other,0,Excellent
nationwide.co.uk,Finance,5,Excellent
rentokil-initial.com,Food and Beverage,1,Excellent
cigna.com,Health Care,5,Booster activated
aegon.co.uk,Finance,5,Good
thermofisher.com,Health Care,5,Excellent
tigro.com,Other,0,Good
antalis.com,Other,1,Good
bachofen.ch,Other,0,Good
bbag.ch,Other,0,Good
happypunt.com,Other,0,Good
cef.es,Education,0,Good
walkersglobal.com,Other,0,Good
cisco.com,Other,5,Booster activated
omsspa.com,Manufacturing,0,Good
kearsney.com,Other,0,Good
plassonfrance.fr,Other,0,Good
grohe.com,Manufacturing,1,Good
startrading.se,Other,0,Good
europrocess.fr,Other,0,Good
schindler-roding.de,Engineering,0,Good
scuolaviva.org,Health Care,0,Good
tecnofil.net,Manufacturing,0,Good
festo.com,Manufacturing,5,Good
freshfields.com,Other,3,Good
commerzbank.com,Finance,5,Excellent
mapal.com,Other,3,Excellent
eisele.eu,Manufacturing,0,Good
pramana.fr,Information Technology,0,Good
grosfillex.com,Manufacturing,0,Good
armoric-holding.com,Other,0,Good
audilab.fr,Other,0,Good
maisons-pierre.com,Engineering,0,Good
lazard.com,Finance,5,Booster activated
trigano.fr,Manufacturing,0,Good
association-espaces.org,Non-profit Organizations,0,Good
aerow.fr,Information Technology,0,Good
plugandtel.com,Information Technology,0,Good
key4events.com,Other,0,Good
imv-technologies.com,Health Care,0,Excellent
aluminiumdunkerque.fr,Manufacturing,0,Good
sodilog.com,Retail,0,Good
eric-bompard.com,Retail,0,Good
kea-partners.com,Engineering,0,Good
conseils-plus.fr,Information Technology,0,Good
ptc.com,Information Technology,5,Excellent
uetrust.org,Education,0,Good
sheffield.gov.uk,Government,0,Good
rutland.gov.uk,Government,0,Good
alessi.com,Other,0,Good
leaseplan.com,Aviation,4,Excellent
eustema.it,Information Technology,0,Good
etipack.it,Manufacturing,0,Good
telwin.com,Manufacturing,0,Good
unipegaso.it,Education,0,Good
techseed.it,Information Technology,0,Good
meritor.com,Other,5,Excellent
valcolatte.it,Food and Beverage,0,Good
ave.it,Manufacturing,0,Good
sauro.net,Manufacturing,0,Good
bugnion.it,Other,0,Good
trebi.it,Information Technology,0,Good
aecilluminazione.it,Manufacturing,0,Good
richetti.it,Manufacturing,0,Good
globalassistance.it,Legal Services,0,Good
iamb.it,Education,0,Good
mcprefabbricati.it,Manufacturing,0,Good
thepalumbogroup.com,Other,0,Good
comecgroup.it,Manufacturing,0,Good
plastipak.eu,Other,0,Good
alisped.com,Information Technology,0,Good
soulmovie.tv,Information Technology,0,Good
kargo.nl,Aviation,0,Good
lumileds.com,Manufacturing,0,Excellent
stonefashion.com,Retail,0,Good
norrbotten.se,Health Care,0,Good
bergab.se,Other,0,Good
sofigate.com,Information Technology,0,Excellent
systra.com,Engineering,5,Excellent
bioglan.se,Health Care,0,Good
kvdbil.se,Retail,0,Good
i3tex.com,Information Technology,0,Good
conapto.se,Information Technology,0,Good
aurenav.com,Information Technology,0,Good
vizrt.com,Information Technology,5,Good
emric.com,Information Technology,0,Good
etraveligroup.com,Other,0,Excellent
sgb-trafo.de,Manufacturing,0,Good
rvr.ruhr,Government,0,Good
birambeau.com,Other,0,Good
synaxe.com,Information Technology,0,Good
ash73.com,Health Care,0,Good
edipost.fr,Information Technology,0,Good
timcod.fr,Information Technology,0,Good
fdf.org,Non-profit Organizations,0,Good
cirfood.com,Other,0,Good
keyence.it,Other,0,Good
primeq.se,Information Technology,0,Good
skanskabyggvaror.se,Other,0,Good
al.se,Other,0,Good
closed.com,Retail,0,Good
ruck.eu,Engineering,0,Good
get-ag.com,Other,0,Good
uedelhoven-studios.de,Aviation,0,Good
stellenanzeigen.de,Other,0,Good
sandler.de,Other,0,Good
subfero.com,Information Technology,0,Good
accurx.com,Information Technology,1,Excellent
bakels.com,Food and Beverage,1,Excellent
zeller-gmelin.de,Manufacturing,0,Excellent
controlexpert.com,Aviation,0,Good
albwerk.de,Other,0,Excellent
drkaiser.de,Manufacturing,0,Good
spedion.de,Information Technology,0,Good
ahlstrom-munksjo.com,Other,4,Excellent
saitow.ag,Information Technology,0,Good
vertas.co.uk,Other,0,Excellent
call-teleteam.de,Other,0,Good
hmbv.hosokawa.com,Manufacturing,0,Good
secura.com,Information Technology,0,Excellent
securetrustbank.co.uk,Finance,0,Good
stmarysmenston.org,Education,0,Good
stouracademytrust.org.uk,Education,0,Good
bschoolstrust.co.uk,Education,0,Good
theyoutrust.org.uk,Non-profit Organizations,0,Good
ironbridge.org.uk,Other,0,Good
bunge.com,Food and Beverage,3,Excellent
alexanderwerk.com,Manufacturing,0,Good
komitec.de,Manufacturing,0,Good
biogaia.com,Health Care,0,Good
dataductus.se,Information Technology,0,Good
fulstonmanor.kent.sch.uk,Education,0,Good
mowbrayeducation.org,Education,0,Good
niedax.nl,Manufacturing,0,Good
ultromics.com,Health Care,0,Good
itility.nl,Information Technology,0,Good
reining.eu,Information Technology,0,Good
esdec.com,Food and Beverage,0,Good
igt.com,Information Technology,5,Excellent
micronic.com,Other,0,Good
avantium.com,Information Technology,0,Good
gamepoint.com,Entertainment,0,Good
advitum.se,Information Technology,0,Good
tresoar.nl,Other,0,Good
wirral.gov.uk,Government,0,Good
wensumtrust.org.uk,Education,0,Excellent
ribbyhall.co.uk,Other,0,Excellent
rainbowtrust.org.uk,Non-profit Organizations,0,Good
iacgroup.com,Aviation,1,Excellent
boxtal.com,Information Technology,0,Good
shipup.co,Information Technology,0,Good
dcbrain.com,Information Technology,0,Good
deepomatic.com,Information Technology,0,Good
inato.com,Health Care,0,Excellent
kameleoon.com,Information Technology,0,Good
karos.fr,Information Technology,0,Good
particeep.com,Finance,0,Good
riminder.net,Other,0,Good
sesamm.com,Information Technology,0,Good
shippeo.com,Information Technology,0,Good
soundcharts.com,Information Technology,0,Good
trustpair.fr,Information Technology,0,Good
upmem.com,Information Technology,0,Good
1spatial.com,Information Technology,0,Excellent
288group.com,Retail,0,Good
4murs.com,Retail,0,Good
ajscott.co.uk,Manufacturing,0,Good
willemen.be,Engineering,0,Good
previa.se,Health Care,0,Good
absoft.co.uk,Information Technology,0,Good
achilles.com,Information Technology,0,Excellent
acisgroup.co.uk,Engineering,0,Good
acoset.com,Other,0,Good
acqualatina.it,Other,0,Good
acrotec.ch,Retail,1,Excellent
acto.nl,Information Technology,0,Good
adeo.com,Retail,1,Good
adidas-group.com,Other,5,Excellent
conte.it,Legal Services,0,Good
adolfodominguez.com,Retail,0,Good
aenova-group.com,Health Care,0,Good
arm.co.za,Manufacturing,0,Excellent
afry.com,Engineering,0,Excellent
agco.com,Finance,0,Good
agilisys.co.uk,Information Technology,4,Excellent
abchina.com,Finance,2,Good
agromillora.com,Food and Beverage,0,Good
ainscough.co.uk,Engineering,0,Excellent
airedale.com,Engineering,0,Good
aixtron.com,Manufacturing,0,Excellent
albioma.com,Food and Beverage,4,Good
kearsney.com,Education,0,Good
alexion.com,Health Care,5,Excellent
alfmeier.de,Aviation,0,Good
algofi.fr,Finance,0,Good
mslcircuits.com,Manufacturing,0,Good
aller.com,Marketing,0,Good
allerdale.gov.uk,Government,0,Good
altair.com,Information Technology,5,Excellent
altares.com,Information Technology,0,Good
altaviasumis.nl,Marketing,0,Good
alten.es,Information Technology,0,Good
aluplast.de,Engineering,0,Good
amcor.com,Manufacturing,5,Booster activated
amgen.com,Health Care,5,Excellent
synlab.es,Health Care,0,Good
afi.es,Engineering,0,Good
anticimex.se,Information Technology,0,Good
aperam.com,Manufacturing,2,Excellent
applegreen.com,Retail,0,Good
theapsgroup.com,Marketing,0,Excellent
arabbank.ch,Finance,0,Good
aradex.de,Manufacturing,0,Good
archroma.com,Chemicals,3,Excellent
ardaghgroup.com,Manufacturing,5,Excellent
armandthiery.fr,Manufacturing,0,Good
armandoalvarez.com,Manufacturing,0,Good
arquimea.com,Information Technology,2,Excellent
arriva.se,Information Technology,0,Good
arteco-coolants.com,Chemicals,0,Good
artesgroup.be,Engineering,0,Good
arvato.com,Finance,2,Excellent
aryzta.com,Food and Beverage,1,Good
asco.be,Aviation,0,Excellent
cranmorepark.co.uk,Retail,0,Good
assos.com,Other,0,Good
assupol.co.za,Legal Services,0,Good
aleastur.com,Manufacturing,0,Good
atenekom.eu,Engineering,0,Good
atmira.com,Other,0,Good
atns.co.za,Aviation,0,Good
aurivo.ie,Food and Beverage,0,Good
aurivo.ie,Retail,0,Good
autoneum.com,Aviation,0,Good
avaloq.com,Information Technology,0,Good
avanzagrupo.com,Information Technology,0,Good
aviapartner.aero,Aviation,0,Excellent
avl.com,Aviation,0,Excellent
avnet.com,Information Technology,5,Excellent
axiossystems.com,Information Technology,0,Good
bachofen.ch,Manufacturing,0,Good
bain.com,Other,5,Booster activated
bandainamcoent.eu,Entertainment,0,Good
bankhaus-lampe.de,Finance,0,Good
groupebayard.com,Marketing,0,Good
bdo.es,Engineering,1,Good
bearingpoint.com,Engineering,5,Excellent
beautysuccess.fr,Retail,0,Good
beyondtrust.com,Information Technology,5,Excellent
bgp.it,Engineering,0,Good
bhsf.co.uk,Health Care,0,Good
bizzdesign.com,Information Technology,0,Good
blinkist.com,Information Technology,0,Excellent
bmwgroup.com,Aviation,5,Excellent
boehringer-ingelheim.com,Health Care,5,Booster activated
bonitasoft.com,Information Technology,0,Good
boplan.com,Manufacturing,0,Good
bsci.com,Health Care,0,Good
bournemouth.ac.uk,Education,5,Excellent
breastcancernow.org,Finance,0,Good
bma.org.uk,Non-profit Organizations,0,Good
infraco.co.za,Information Technology,0,Good
brogioli.ch,Retail,0,Good
bumastemra.nl,Other,0,Good
groupbc.com,Information Technology,0,Good
officinecst.net,Finance,0,Good
regimbeau.eu,Engineering,0,Good
camco.be,Information Technology,0,Good
capitalid.nl,Information Technology,0,Good
carel.com,Manufacturing,0,Good
schlenk.de,Chemicals,0,Good
carmarthenshire.gov.uk,Government,0,Good
carnegroup.com,Finance,0,Excellent
carousel.eu,Information Technology,0,Good
c-a-s.de,Information Technology,0,Good
villa-fiorita.it,Health Care,0,Good
castsoftware.com,Information Technology,2,Good
castolin.com,Manufacturing,0,Excellent
catawiki.com,Information Technology,0,Excellent
cbs.nl,Government,0,Good
ccmo.fr,Legal Services,0,Good
criver.com,Health Care,5,Excellent
cencenelec.eu,Non-profit Organizations,0,Good
groupepvcp.com,Other,0,Good
cfh.com,Information Technology,1,Good
chambers.com,Education,0,Good
cndm.eu,Information Technology,0,Good
cafonline.org,Non-profit Organizations,0,Good
chateauform.com,Other,0,Good
chauvin-arnoux.com,Manufacturing,0,Good
es.pvmgrp.com,Food and Beverage,0,Good
cimbanque.com,Finance,0,Good
cinesa.es,Other,1,Good
cisac.org,Non-profit Organizations,0,Good
citco.com,Finance,0,Excellent
clarivate.com,Information Technology,4,Excellent
clasquin.com,Information Technology,0,Good
clientele.co.za,Legal Services,0,Good
clinigengroup.com,Health Care,0,Excellent
clinix.co.za,Health Care,0,Excellent
cmimedia.fr,Marketing,0,Good
coimgroup.com,Chemicals,0,Good
colliers.com,Engineering,5,Excellent
coltene.com,Health Care,0,Excellent
comair.co.za,Aviation,0,Excellent
gruppocomet.it,Retail,0,Good
holdigaz.ch,Energy,0,Good
sanofi.com,Health Care,5,Booster activated
essity.com,Retail,2,Booster activated
sandvik.com,Manufacturing,2,Good
aareal-bank.com,Finance,0,Excellent
totalenergies.com,Energy,5,Excellent
baslerweb.com,Manufacturing,0,Excellent
jenoptik.com,Manufacturing,1,Excellent
gknaerospace.com,Aviation,5,Excellent
orlen.pl,Energy,0,Good
alfalaval.com,Engineering,5,Excellent
tieto.com,Information Technology,0,Good
vepro.com,Health Care,0,Good
betssongroup.com,Information Technology,1,Excellent
advania.com,Information Technology,3,Good
adidas.com,Manufacturing,5,Excellent
bayer.com,Aviation,5,Excellent
conti.de,Aviation,0,Good
metro.de,Retail,0,Good
edf.fr,Food and Beverage,5,Good
orangecyberdefense.com,Information Technology,0,Good
vinci-construction.fr,Engineering,0,Good
cdprojektred.com,Information Technology,0,Excellent
alior.pl,Finance,0,Good
asseco.pl,Information Technology,0,Good
sykes.com,Information Technology,2,Good
covivio.it,Real Estate,0,Good
hecht.eu,Manufacturing,0,Good
srett.com,Information Technology,0,Good
shiningbridge.com,Other,0,Good
negometal.com,Finance,0,Excellent
gd-ms.it,Information Technology,0,Good
nkitaly.com,Other,0,Good
isabelhospice.org.uk,Health Care,0,Good
eteach.com,Information Technology,0,Good
essp-sas.eu,Aviation,0,Good
ampleon.com,Other,0,Excellent
4jet.de,Other,0,Good
cyrtel.com,Information Technology,0,Good
happytal.com,Health Care,0,Good
vgcargo.de,Other,0,Good
